# Average Runtimes (10000 Files)

File sizes = 1byte, 10000 files ---------------

test1

98872011 function calls (98869184 primitive calls) in 72.844 seconds

    Ordered by: cumulative time

       ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    20355   17.379    0.001   17.379    0.001 {built-in method nt.stat}
    10177    0.023    0.000   13.724    0.001 crypy_py.py:326(make_directory)
    10178    0.019    0.000   13.701    0.001 genericpath.py:16(exists)
    12565038    6.175    0.000   11.425    0.000 re.py:252(escape)
    5722288    5.982    0.000    9.910    0.000 ntpath.py:44(normcase)
    2801123    1.092    0.000    3.982    0.000 re.py:232(compile)
    23927735    3.808    0.000    3.808    0.000 {built-in method builtins.isinstance}
    10177    0.030    0.000    3.728    0.000 genericpath.py:48(getsize)
    12565038    3.592    0.000    3.592    0.000 {method 'translate' of 'str' objects}
    2801123    2.041    0.000    2.890    0.000 re.py:271(_compile)
    2861144    2.068    0.000    2.068    0.000 {method 'match' of 're.Pattern' objects}
    6599454/6598606    1.724    0.000    1.725    0.000 {built-in method builtins.len}

test4

108041017 function calls (108038190 primitive calls) in 1688.732 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.250    0.000 1608.827    0.158 crypy_py.py:355(generate_file)
    10177   12.212    0.001 1594.952    0.157 crypy_py.py:334(encrypt_file)
    19935  681.092    0.034  681.092    0.034 {built-in method io.open}
    1524799    3.442    0.000  617.415    0.000 blockalgo.py:187(encrypt)
    1524799  613.973    0.000  613.973    0.000 {method 'encrypt' of '_AES' objects}
    1544733  163.594    0.000  163.594    0.000 {method 'write' of '_io.BufferedWriter' objects}
    1534766  115.497    0.000  115.497    0.000 {method 'read' of '_io.BufferedReader' objects}
    10178    1.130    0.000   50.189    0.005 crypy_py.py:29(find_files)
    2861144    3.355    0.000   48.838    0.000 fnmatch.py:19(fnmatch)
    2861144    3.302    0.000   34.400    0.000 fnmatch.py:64(fnmatchcase)
    10177    0.041    0.000   29.715    0.003 crypy_py.py:16(delete_file)
    10177   29.674    0.003   29.674    0.003 {built-in method nt.remove}
    2801123    3.007    0.000   28.900    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.621    0.000   21.442    0.000 fnmatch.py:74(translate)
    20355   14.854    0.001   14.854    0.001 {built-in method nt.stat}
    12565038    6.742    0.000   12.237    0.000 re.py:252(escape)
    10177    0.024    0.000   11.623    0.001 crypy_py.py:326(make_directory)
    10178    0.019    0.000   11.598    0.001 genericpath.py:16(exists)
    5722288    6.707    0.000   11.083    0.000 ntpath.py:44(normcase)
    2801123    1.308    0.000    3.991    0.000 re.py:232(compile)
    23927735    3.926    0.000    3.926    0.000 {built-in method builtins.isinstance}
    12565038    3.724    0.000    3.724    0.000 {method 'translate' of 'str' objects}
    10177    0.022    0.000    3.297    0.000 genericpath.py:48(getsize)
    2801123    1.955    0.000    2.683    0.000 re.py:271(_compile)
    2861144    2.198    0.000    2.198    0.000 {method 'match' of 're.Pattern' objects}
    6599454/6598606    1.890    0.000    1.890    0.000 {built-in method builtins.len}

test5

108040761 function calls (108037934 primitive calls) in 1743.663 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.210    0.000 1661.546    0.163 crypy_py.py:355(generate_file)
    10177   13.732    0.001 1648.383    0.162 crypy_py.py:334(encrypt_file)
    19935  688.930    0.035  688.930    0.035 {built-in method io.open}
    1524799    3.843    0.000  635.103    0.000 blockalgo.py:187(encrypt)
    1524799  631.259    0.000  631.259    0.000 {method 'encrypt' of '_AES' objects}
    1544733  171.470    0.000  171.470    0.000 {method 'write' of '_io.BufferedWriter' objects}
    1534766  132.241    0.000  132.241    0.000 {method 'read' of '_io.BufferedReader' objects}
    10178    1.180    0.000   49.340    0.005 crypy_py.py:29(find_files)
    2861144    3.333    0.000   47.958    0.000 fnmatch.py:19(fnmatch)
    2861144    3.723    0.000   34.621    0.000 fnmatch.py:64(fnmatchcase)
    10177    0.042    0.000   32.777    0.003 crypy_py.py:16(delete_file)
    10177   32.735    0.003   32.735    0.003 {built-in method nt.remove}
    2801123    2.881    0.000   28.696    0.000 fnmatch.py:38(_compile_pattern)
    2801123    9.208    0.000   21.224    0.000 fnmatch.py:74(translate)
    20355   16.065    0.001   16.065    0.001 {built-in method nt.stat}
    12565038    6.475    0.000   11.676    0.000 re.py:252(escape)
    10177    0.035    0.000   10.724    0.001 crypy_py.py:326(make_directory)
    10178    0.022    0.000   10.689    0.001 genericpath.py:16(exists)
    5722288    5.990    0.000   10.004    0.000 ntpath.py:44(normcase)
    10177    0.045    0.000    5.443    0.001 genericpath.py:48(getsize)
    2801123    1.153    0.000    4.226    0.000 re.py:232(compile)
    12565038    3.753    0.000    3.753    0.000 {method 'translate' of 'str' objects}
    23927735    3.631    0.000    3.631    0.000 {built-in method builtins.isinstance}
    2801123    2.031    0.000    3.073    0.000 re.py:271(_compile)
    2861144    2.202    0.000    2.202    0.000 {method 'match' of 're.Pattern' objects}
    692036    0.576    0.000    1.599    0.000 random.py:256(choice)
    6599454/6598606    1.581    0.000    1.582    0.000 {built-in method builtins.len}
    10177    0.034    0.000    1.292    0.000 crypy_py.py:352(text_generator)
    20354    0.087    0.000    1.267    0.000 {method 'join' of 'str' objects}
    376549    0.248    0.000    1.180    0.000 crypy_py.py:353(<genexpr>)
    5742643    1.166    0.000    1.166    0.000 {method 'replace' of 'str' objects}
    5752823    1.105    0.000    1.105    0.000 {built-in method nt.fspath}
    5722288    0.954    0.000    0.954    0.000 {method 'lower' of 'str' objects}
    692036    0.459    0.000    0.953    0.000 random.py:224(_randbelow)
    10177    0.263    0.000    0.930    0.000 crypy_py.py:357(<listcomp>)
    692036    0.367    0.000    0.367    0.000 {method 'bit_length' of 'int' objects}
    10177    0.027    0.000    0.184    0.000 AES.py:61(new)
    10177    0.105    0.000    0.167    0.000 ntpath.py:75(join)
    10177    0.030    0.000    0.157    0.000 AES.py:55(__init__)
    714223    0.128    0.000    0.128    0.000 {method 'getrandbits' of '_random.Random' objects}
    10177    0.046    0.000    0.127    0.000 blockalgo.py:136(__init__)
    20355    0.046    0.000    0.057    0.000 ntpath.py:122(splitdrive)
    10177    0.056    0.000    0.056    0.000 {built-in method nt.urandom}
    10177    0.055    0.000    0.055    0.000 {built-in method Crypto.Cipher._AES.new}
    9967    0.036    0.000    0.036    0.000 {built-in method _struct.pack}
    2    0.010    0.005    0.034    0.017 os.py:278(walk)
    10177    0.018    0.000    0.026    0.000 blockalgo.py:124(_getParameter)
    283    0.001    0.000    0.025    0.000 sre_compile.py:759(compile)
    9967    0.023    0.000    0.023    0.000 {method 'encode' of 'str' objects}
    10005    0.017    0.000    0.017    0.000 {built-in method builtins.next}
    283    0.001    0.000    0.014    0.000 sre_parse.py:919(parse)
    566/283    0.001    0.000    0.013    0.000 sre_parse.py:417(_parse_sub)
    566/283    0.005    0.000    0.012    0.000 sre_parse.py:475(_parse)
    283    0.000    0.000    0.009    0.000 sre_compile.py:598(_code)
    848/283    0.003    0.000    0.004    0.000 sre_compile.py:71(_compile)
    19196    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
    283    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
    11321    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
    1    0.003    0.003    0.003    0.003 {built-in method nt.scandir}
    5927    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
    2966    0.001    0.000    0.002    0.000 sre_parse.py:254(get)
    848/283    0.002    0.000    0.002    0.000 sre_parse.py:174(getwidth)
    3815    0.002    0.000    0.002    0.000 sre_parse.py:233(__next)
    283    0.001    0.000    0.001    0.000 enum.py:836(__and__)
    10004    0.001    0.000    0.001    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
    566/283    0.001    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
    572    0.001    0.000    0.001    0.000 sre_parse.py:343(_escape)
    2118    0.000    0.000    0.001    0.000 sre_parse.py:172(append)
    283    0.000    0.000    0.001    0.000 sre_parse.py:843(_parse_flags)
    1131    0.000    0.000    0.001    0.000 sre_parse.py:286(tell)
    1414    0.000    0.000    0.001    0.000 sre_parse.py:249(match)
    566    0.000    0.000    0.000    0.000 enum.py:284(__call__)
    1412    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
    282    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
    283    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    282    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
    1    0.000    0.000    0.000    0.000 crypy_py.py:22(write_instruction)
    1979    0.000    0.000    0.000    0.000 {built-in method builtins.min}
    1    0.000    0.000    0.000    0.000 os.py:196(makedirs)
    1    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
    283    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
    848    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
    1    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
    848    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
    566    0.000    0.000    0.000    0.000 enum.py:526(__new__)
    566    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
    283    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
    566    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
    283    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
    848    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    1270    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
    282    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
    283    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
    285    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
    1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    2    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
    1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
    3    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
    1    0.000    0.000    0.000    0.000 ntpath.py:178(split)
    1    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
    1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
    1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
    3    0.000    0.000    0.000    0.000 os.py:743(encodekey)
    1    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
    3    0.000    0.000    0.000    0.000 os.py:737(check_str)
    1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
    1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
    1    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
    1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
    3    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
